Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Bacon,South,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-06,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Toast,South,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-06,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Home Fries,South,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,194,4 OZ,11.2g,22.4g,0.8g,0g,0g,0g,0mg,0g,57.5mg,1.4g,0mg,0mg,0mcg,mg
Oatmeal Hot Cereal,South,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-06,80,6 OZL,1.6g,14.4g,0.3g,2.1g,0g,0.5g,0mg,0g,61.6mg,2.7g,14mg,0.8mg,0mcg,79.7mg
Plant-Based Breakfast Sausage,South,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Chocolate Chip Bread,South,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,255,1/16 LOAF,10.8g,38g,5.2g,0.7g,0g,23.1g,39.9mg,0g,187.2mg,3.1g,13.9mg,1.2mg,0mcg,61.2mg
Chefs Omelet Du Jour,South,Breakfast,"Milk, Eggs, Soybeans",[],2023-02-06,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Fried Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Chef's Choice Soup du Jour,South,Lunch,,[],2023-02-06,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Awesome Burger,South,Lunch,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-06,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Beef Burger No Bun,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-06,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Curly Fries,South,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-06,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Grilled Chicken Breast,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,South,Lunch,,['Gluten Friendly'],2023-02-06,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Halal Chicken Gyro,South,Lunch,"Milk, Wheat, Soybeans, Sesame, Coconut",['Smart Check'],2023-02-06,381,1 EACH,10.1g,45.1g,3g,0.9g,0g,6g,60.8mg,0g,539.8mg,28.2g,138.4mg,1.8mg,0mcg,449.4mg
Baby Carrots w/ Tarragon Butter,South,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,51,3 OZ,1.5g,7.5g,0.9g,2.1g,0g,4.3g,4.1mg,0g,80.4mg,0.5g,21.9mg,0mg,0mcg,2mg
Grilled Tuna Steak w/ Sriracha Aioli,South,Lunch,"Fish, Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,131,1 EACH,3.9g,1.2g,0.4g,0g,0g,1.1g,35mg,0g,212.2mg,21.1g,3.9mg,0.7mg,1.4mcg,372.4mg
Roasted Dijon Potatoes,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,126,4 OZ,4.5g,20g,1.4g,5.5g,0g,2.3g,0mg,0g,228.8mg,11.1g,19.6mg,0.9mg,0mcg,555.6mg
Sauteed Kale,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,49,3 OZ,1.6g,7.6g,0.2g,3g,0g,2g,0mg,0g,30.7mg,3.5g,122.1mg,1.2mg,0mcg,401.7mg
Yankee Pot Roast,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-06,311,4 OZ,16.5g,2.8g,6g,0.3g,0g,1.3g,104.6mg,0.2g,171.9mg,37.7g,16.2mg,2.8mg,0mcg,704.2mg
Fresh Vegetable and Tofu Stir Fry,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,130,6 OZ,7.5g,9.9g,0.7g,1.8g,0g,4.1g,0mg,0.4g,141.6mg,6.4g,72mg,1.3mg,0mcg,402.6mg
General Tso's Chicken,South,Lunch,"Eggs, Wheat, Soybeans, Gluten",[],2023-02-06,327,6 OZ,18g,24.6g,2.2g,2.1g,0g,10.7g,40mg,0g,857.1mg,18.4g,43mg,1.3mg,0mcg,364mg
Vegetable Fried Rice,South,Lunch,"Milk, Eggs, Soybeans, Sesame","['Gluten Friendly', 'Vegetarian']",2023-02-06,157,4 OZ,4.4g,23.6g,1.5g,0.8g,0g,0.9g,53.7mg,0g,498.5mg,5.2g,35mg,1.8mg,0.3mcg,115.8mg
White Rice,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Marinara Sauce,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Molten Buffalo Chicken Dip,South,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-06,198,2 OZ,18.3g,1.5g,7.5g,0g,0g,0.7g,41.1mg,0g,344.2mg,7.4g,95.1mg,0.1mg,0mcg,2.4mg
Tortilla Chips,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,142,1 OZ,6.1g,19.2g,0.5g,0g,0g,0g,0mg,0g,111.4mg,2g,0mg,0mg,mcg,mg
Cherry White Chocolate Cookies,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,180,1 EACH,7g,27g,3.5g,0g,0g,16g,15mg,0g,115mg,2g,26mg,0.7mg,mcg,mg
Lemon Shortbread Bars,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,198,1/35 HFPAN,8.2g,29.7g,5g,0g,0g,17.2g,13.9mg,13.1g,234.7mg,1.4g,13.8mg,0.6mg,0mcg,27.6mg
Grilled Chicken Fresco,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,105,1 EACH,3.7g,1g,0.8g,0.1g,0g,0.8g,48.3mg,0g,240.6mg,17.2g,1.4mg,0.4mg,0mcg,14.2mg
Chef's Choice Soup du Jour,South,Dinner,,[],2023-02-06,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Awesome Burger,South,Dinner,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-06,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Beef Burger No Bun,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-06,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Curly Fries,South,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-06,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Grilled Chicken Breast,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,South,Dinner,,['Gluten Friendly'],2023-02-06,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Biscuits,South,Dinner,"Milk, Wheat",['Vegetarian'],2023-02-06,260,1 EACH,10g,37g,6g,1g,0g,4g,0mg,0g,780mg,6g,20mg,1.8mg,mcg,mg
Hearty Beef Stew,South,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-06,227,6 OZ,12.8g,12.1g,3.2g,1.2g,0g,3g,30.9mg,0.6g,161.3mg,15.6g,21.3mg,1.8mg,0mcg,386.5mg
5 Grain Blend,South,Dinner,"Wheat, Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,182,4 OZ,5.4g,29g,0.9g,2.4g,0g,1.6g,0mg,0g,460.3mg,4.5g,22.1mg,1.8mg,mcg,146.6mg
Cauliflower Roasted With Mustard and Cumin,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,44,4 OZ,2.1g,5.2g,0.2g,2.7g,0g,2.2g,0mg,0g,88mg,2.3g,24.4mg,0.8mg,0mcg,169.2mg
Lemon Pepper Cod,South,Dinner,"Milk, Fish, Wheat, Soybeans",['Less Sodium'],2023-02-06,261,1 EA,16.1g,12.1g,3.5g,0g,0g,0g,65.2mg,0g,381.4mg,15.1g,0.1mg,0.4mg,0mcg,1.6mg
Roasted Root Vegetables,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,67,3 OZ,2.3g,11.5g,0.2g,1.8g,0g,3.4g,0mg,0g,238.6mg,1.5g,22.2mg,0.5mg,0mcg,293.5mg
Summer Squash,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,14,3 OZ,0.2g,2.8g,0g,0g,0g,1.9g,0mg,0g,1.7mg,1g,12.8mg,0.3mg,0mcg,222.8mg
Mac & Cheese Bar,South,Dinner,,[],2023-02-06,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Garlic Bread,South,Dinner,"Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,121,1 SLICE,5.3g,14.9g,1.6g,0.4g,0g,0.1g,0mg,0g,158mg,2.9g,4.7mg,1mg,0mcg,33.3mg
Lemon Pepper Cod,South,Dinner,"Milk, Fish, Wheat, Soybeans",['Less Sodium'],2023-02-06,261,1 EA,16.1g,12.1g,3.5g,0g,0g,0g,65.2mg,0g,381.4mg,15.1g,0.1mg,0.4mg,0mcg,1.6mg
Marinara Sauce,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Meatballs with Marinara,South,Dinner,"Milk, Wheat, Soybeans",[],2023-02-06,291,3 EACH,21.8g,12.4g,8g,1.9g,1g,4.5g,45mg,0g,755.9mg,13.9g,78mg,1.7mg,0mcg,mg
"Meatless ""Meat"" Balls",South,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-06,193,3 EACH,8.5g,14g,0.5g,3.8g,0g,5.5g,0mg,0g,578.3mg,15.2g,84.7mg,2.6mg,0mcg,351.8mg
Spaghetti,South,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Blueberry Pie,South,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Vegetarian', 'Vegan']",2023-02-06,500,1/8 PIE,27.5g,62.5g,11.3g,2.5g,0g,30g,0mg,0g,437.5mg,3.8g,0mg,1.8mg,mcg,mg
Breakfast Potatoes,South,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Hard Boiled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oat Milk Pancakes,South,Breakfast,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,264,2 EACH,3.1g,52g,0.3g,0g,0g,13.6g,0mg,12.4g,572.5mg,6.5g,341.4mg,2.7mg,1mcg,155.3mg
Oatmeal Hot Cereal,South,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-07,80,6 OZL,1.6g,14.4g,0.3g,2.1g,0g,0.5g,0mg,0g,61.6mg,2.7g,14mg,0.8mg,0mcg,79.7mg
Plant-Based Breakfast Sausage,South,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Pork Sausage Links,South,Breakfast,,['Gluten Friendly'],2023-02-07,202,2 EACH,19.2g,0g,7.1g,0g,0g,0g,35.3mg,0g,433.4mg,6g,26.2mg,0.4mg,mcg,mg
Scrambled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Cinnamon Coffee Cake,South,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,246,1/35 HFSHT,11.5g,31.1g,2.1g,0.3g,0g,16.1g,34.7mg,15.7g,162.9mg,3.3g,24mg,0.6mg,0.2mcg,43.4mg
Chefs Omelet Du Jour,South,Breakfast,"Milk, Eggs, Soybeans",[],2023-02-07,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Fried Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Asian Maple Salmon Fillet,South,Lunch,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,172,1 EACH,7g,2.8g,1g,0g,0g,1.5g,45.2mg,1.4g,121mg,22.2g,0.4mg,0mg,0mcg,0.9mg
Chef's Choice Soup du Jour,South,Lunch,,[],2023-02-07,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-07,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Grilled Cheese,South,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-07,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Chorizo Sausage,South,Lunch,,['Gluten Friendly'],2023-02-07,299,1 EACH,26.9g,2g,11g,0g,0g,1g,74.7mg,0g,766.7mg,11g,0mg,1.1mg,mcg,mg
Malibu Burgers,South,Lunch,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,170,1 EA,9g,21g,1g,4g,0g,2g,0mg,0g,440mg,4g,20mg,0.7mg,0mcg,280mg
Shoestring Fries,South,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-07,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Chicken & Lime Tacos,South,Lunch,"Milk, Soybeans",['Gluten Friendly'],2023-02-07,253,1 EACH,14.5g,10.8g,6.6g,1g,0g,1.3g,47.8mg,0g,454.2mg,21.4g,186.4mg,0.9mg,0mcg,138.9mg
Acorn Squash with Honey and Cayenne,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,62,2 WEDGES,0.9g,14.7g,0.1g,1.7g,0g,5.2g,0mg,2.7g,63.3mg,0.9g,37.5mg,0.8mg,0mcg,396.2mg
Ranch Roasted Potatoes,South,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,140,4 OZ,6.8g,20.2g,0.5g,2.4g,0g,2.3g,0.2mg,0g,5.4mg,3.1g,21mg,0.9mg,0mcg,556mg
Zesty Fried Chicken Tenders,South,Lunch,"Wheat, Gluten",[],2023-02-07,682,4 EACH,48.9g,34.7g,5.7g,0g,0g,0g,51mg,0g,1204.3mg,32.7g,53.1mg,0.7mg,mcg,mg
Ziti and Beef Cheesy Bake,South,Lunch,"Milk, Wheat",['Less Sodium'],2023-02-07,183,5 OZ,8.3g,17.8g,3.3g,1.7g,0.2g,6.1g,20.8mg,0g,361.6mg,9.3g,99.9mg,1.7mg,0mcg,20.8mg
Chefs Choice Vegetable Stir Fry,South,Lunch,,[],2023-02-07,101,6 OZ,4g,12.2g,0.3g,2.9g,0g,6.3g,0mg,0g,39mg,2.6g,48.4mg,0mg,0mcg,4.1mg
Japchae,South,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,238,4 OZ,5.9g,46.1g,0.8g,0.6g,0g,3.5g,0mg,0g,191.5mg,0.9g,12.9mg,0.3mg,0mcg,42.5mg
Mince Pork Stir Fry,South,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium']",2023-02-07,245,3 OZL,15.6g,8.7g,5.5g,0.1g,0g,4.2g,0mg,0g,366mg,14.3g,22.5mg,1mg,0mcg,15.3mg
White Rice,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Marinara Sauce,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Tuscan White Beans,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,129,6 OZ,4.5g,16.7g,0.6g,4.5g,0g,3.5g,0mg,0g,479.3mg,4.5g,74.4mg,1.7mg,0mcg,343.3mg
Red Velvet Cookie,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,190,1 EACH,9g,26g,4.5g,1g,0g,16g,15mg,0g,95mg,2g,20mg,1.4mg,mcg,mg
Rice Krispie Bars,South,Lunch,"Milk, Soybeans, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-07,157,1/35 HFSHT,5.4g,25.2g,3.3g,0g,0g,12g,13.9mg,11g,72.8mg,1.3g,1mg,3mg,0mcg,11.7mg
Bourbon Brown Sugar Salmon,South,Dinner,"Fish, Gluten","['Less Sodium', 'Smart Check']",2023-02-07,161,1 EACH,7g,0g,1g,0g,0g,0g,45.2mg,0g,332.4mg,22.1g,0mg,0mg,0mcg,0mg
Chef's Choice Soup du Jour,South,Dinner,,[],2023-02-07,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-07,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Grilled Cheese,South,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-07,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Chorizo Sausage,South,Dinner,,['Gluten Friendly'],2023-02-07,299,1 EACH,26.9g,2g,11g,0g,0g,1g,74.7mg,0g,766.7mg,11g,0mg,1.1mg,mcg,mg
Malibu Burgers,South,Dinner,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,170,1 EA,9g,21g,1g,4g,0g,2g,0mg,0g,440mg,4g,20mg,0.7mg,0mcg,280mg
Shoestring Fries,South,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-07,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Basmati Rice,South,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Halal Mongolian Beef,South,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Smart Check', 'Less Sodium']",2023-02-07,161,4 OZ,5.8g,4.6g,1.8g,0.8g,0g,2.1g,46.6mg,0g,199.2mg,21.6g,21.9mg,1.9mg,0mcg,344.1mg
Brown Gravy,South,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-07,50,2 OZL,3.3g,3.6g,1g,0g,0g,0.5g,0mg,0g,146.1mg,1g,27.8mg,0.2mg,0mcg,79.9mg
Flame Roasted Corn and Peppers,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,123,3 OZ,6.5g,13.9g,1.2g,0g,0g,6.5g,0mg,0g,120.6mg,2.8g,0mg,0.5mg,mcg,168mg
Garlic & Herb Roasted Beef Sirloin,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-07,446,4 OZ,30.4g,0.4g,12.4g,0.1g,1.8g,1.8g,132.8mg,0g,286.2mg,35.5g,5mg,3.4mg,0mcg,6mg
Quinoa and Rice Pilaf,South,Dinner,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-07,161,4 OZ,7.1g,22.4g,0.9g,1.3g,0g,1.1g,0mg,0g,509.6mg,2.6g,10.1mg,0.5mg,0mcg,74.3mg
Scalloped Potatoes,South,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,134,1/2 CUP,3.6g,22g,1.7g,0g,0g,4g,7.1mg,2g,226.9mg,2g,34mg,0.4mg,0mcg,460.3mg
Fajita Bar,South,Dinner,,[],2023-02-07,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,0.2mg,0g,0.1mg,0mg,0mcg,0mg
Marinara Sauce,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Roasted Green Beans With Lemon And Dill,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,47,4 OZ,1.1g,9.1g,0.2g,3.7g,0g,4.2g,0mg,0g,57.7mg,2.2g,51.3mg,0.8mg,0mcg,171.5mg
Humming Bird Cake,South,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,228,1/35 HFPAN,9.5g,32.4g,3g,0.8g,0.2g,16.6g,22.4mg,14g,188.8mg,3g,14.5mg,0.9mg,0.1mcg,80.7mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Toast Stix,South,Breakfast,"Wheat, Soybeans, Gluten",['Vegetarian'],2023-02-08,540,5 EACH,34.3g,54.7g,2.9g,1.3g,0g,12.7g,0mg,12.7g,572.3mg,6.4g,25.4mg,3.2mg,0mcg,63.6mg
