Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
UConn Homemade Granola,McMahon,Breakfast,"Gluten, Coconut, The UConn bakery uses coconut (a tree nut).","['Contains Nuts', 'Less Sodium', 'Vegetarian']",2023-02-06,450,4 OZ,15.1g,73.5g,5.3g,2.4g,0g,47.4g,0mg,20.7g,136.1mg,8.4g,30.3mg,2.4mg,0mcg,301mg
Korean Pork Loin With Miso Basted Scallion And Thai Rice,McMahon,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,349,1 PLATE,12.3g,27.6g,4.2g,1.7g,0g,2.1g,87.9mg,0.4g,166mg,30.2g,48.2mg,2.3mg,0mcg,184.1mg
Beer Battered Cod Po' Boy,McMahon,Lunch,"Fish, Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).",[],2023-02-06,1021,1 PLATE,65.2g,96.1g,6.8g,3g,0g,8.1g,26.2mg,0g,2356.5mg,23.8g,38.2mg,4.4mg,0.8mcg,870.9mg
Buffalo Cauliflower with Carrot Salad,McMahon,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Vegetarian']",2023-02-06,147,1 PLATE,8.3g,15.2g,2.2g,4.8g,0g,6.3g,6.2mg,0.4g,683mg,6.4g,127.3mg,1.2mg,0mcg,812.8mg
Cavatappi,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,203,4 OZ,3.6g,37.7g,1.3g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,107.8mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Roasted Chicken With Spinach And Celery Root,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-06,316,1 PLATE,10.9g,13.7g,3.5g,3.5g,0g,2.3g,171.7mg,0.5g,514mg,38.4g,159.1mg,4.6mg,0mcg,730.9mg
Chef's Choice Soup du Jour,McMahon,Lunch,,[],2023-02-06,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Korean Pork Loin,McMahon,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-06,225,4 OZ,11.7g,0.5g,4.1g,0.1g,0g,0.4g,87.9mg,0.2g,108.4mg,27g,1.3mg,1.3mg,0mcg,10.7mg
Miso Basted Scallions,McMahon,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,34,3 OZ,0.5g,7.1g,0.1g,2.4g,0g,2.5g,0mg,0.3g,80.8mg,1.8g,65.7mg,1.4mg,0mcg,252.4mg
Thai Yellow Rice,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,136,4 OZ,0.3g,29.9g,0g,0.1g,0g,0.1g,0mg,0g,5mg,2.6g,4.3mg,0.1mg,0mcg,6.8mg
Cod Po'Boy,McMahon,Lunch,"Fish, Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).",[],2023-02-06,619,1 EACH,33.2g,62.1g,3.3g,3g,0g,6g,26.2mg,0g,1218.8mg,21.6g,39.5mg,4.4mg,0.8mcg,326.6mg
Fried Yukon Gold Chips,McMahon,Lunch,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,332,2 OZ,27.1g,24.5g,2.6g,0g,0g,1.6g,0mg,0g,832.8mg,1.6g,0mg,0mg,mcg,408.2mg
Celery Root Puree,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,61,3 OZ,3g,7.8g,1.8g,1.5g,0g,1.4g,7.6mg,0g,147.5mg,1.3g,37.9mg,0.6mg,0mcg,255.2mg
Sauteed Spinach With Garlic,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,37,4 OZ,1g,5.5g,0.1g,2.5g,0g,0.5g,0mg,0g,132.8mg,3.4g,115.5mg,3mg,0mcg,620.9mg
Smokehouse Chicken,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,227,1 EACH,7.1g,1.8g,1.6g,0.1g,0g,0.5g,164.1mg,0.5g,266.9mg,34.6g,34.6mg,1.7mg,0mcg,10mg
Buffalo Cauliflower,McMahon,Lunch,Soybeans,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-06,84,5 OZ,3.7g,11.3g,0.6g,4.6g,0g,4.3g,0mg,0g,520.1mg,4.3g,50.7mg,1mg,0mcg,676.9mg
Carrot And Arugula Salad,McMahon,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Vegetarian']",2023-02-06,63,2 OZ,4.6g,3.9g,1.6g,0.2g,0g,2g,6.2mg,0.4g,162.9mg,2g,76.6mg,0.2mg,0mcg,135.9mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chef's Choice Pizza,McMahon,Lunch,"Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-06,123,1/16 PIZZA,2.8g,20.4g,0.4g,1.2g,0g,1.6g,0mg,0.4g,186mg,3.6g,12.2mg,1.2mg,0mcg,27.8mg
Cherry White Chocolate Cookies,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,180,1 EACH,7g,27g,3.5g,0g,0g,16g,15mg,0g,115mg,2g,26mg,0.7mg,mcg,mg
Lemon Shortbread Bars,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,198,1/35 HFPAN,8.2g,29.7g,5g,0g,0g,17.2g,13.9mg,13.1g,234.7mg,1.4g,13.8mg,0.6mg,0mcg,27.6mg
Teriyaki Chicken With Sesame Cabbage Salad,McMahon,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Smart Check']",2023-02-06,527,1 PLATE,12.7g,56.1g,2.1g,1.4g,0g,9g,170.9mg,7g,663.5mg,41.5g,67.7mg,2.9mg,0mcg,144.7mg
Cavatappi,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,203,4 OZ,3.6g,37.7g,1.3g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,107.8mg
Chicken Paprikash,McMahon,Dinner,"Milk, Wheat",['Less Sodium'],2023-02-06,345,1 PLATE,12g,28.8g,3g,0.9g,0g,3.5g,115.7mg,0g,381.8mg,26g,77.7mg,2.6mg,0mcg,102.7mg
French Onion Grilled Cheese With Roasted Root Salad,McMahon,Dinner,"Milk, Wheat, Soybeans",['Vegetarian'],2023-02-06,585,1 PLATE,29.4g,58.6g,15.2g,3.6g,0g,11.3g,70.9mg,3.2g,816.3mg,24.1g,642.9mg,2.8mg,0mcg,416.9mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Pierogies And Kielbasa,McMahon,Dinner,"Milk, Eggs, Wheat, Soybeans",[],2023-02-06,562,1 PLATE,36.2g,42.4g,13g,1.1g,0g,5.3g,66.8mg,0g,1786.9mg,14.5g,100.3mg,2.4mg,0mcg,346.9mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2023-02-06,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Chicken Paprikash,McMahon,Dinner,"Milk, Wheat",['Less Sodium'],2023-02-06,254,6 OZ,12g,8.4g,3g,0.9g,0g,3.5g,115.7mg,0g,379.3mg,23.9g,58.2mg,1.6mg,0mcg,58.7mg
White Rice,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
French Onion Grilled Cheese,McMahon,Dinner,"Milk, Wheat, Soybeans",['Vegetarian'],2023-02-06,500,1 EACH,27.5g,42.7g,14.9g,2g,0g,4g,70.9mg,0g,631.2mg,22.8g,599mg,2.3mg,0mcg,71.6mg
Roasted Root Salad With Horseradish Honey Mustard,McMahon,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,86,3 OZ,1.9g,15.9g,0.3g,1.6g,0g,7.3g,0mg,3.2g,185.1mg,1.3g,44mg,0.5mg,0mcg,345.3mg
Sesame Cabbage Salad,McMahon,Dinner,Sesame,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,95,3 OZ,7.6g,5.7g,0.6g,2.1g,0g,3.3g,0mg,1g,17.8mg,1.5g,39.3mg,0.6mg,0mcg,133.7mg
Sushi Rice,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,103,2 OZ,0.1g,22.9g,0g,0g,0g,0.3g,0mg,0.3g,44.2mg,1.9g,3.6mg,0.2mg,0mcg,24.7mg
Teriyaki Chicken,McMahon,Dinner,Soybeans,"['Gluten Friendly', 'Smart Check']",2023-02-06,258,1 EACH,7.3g,6.6g,1.6g,0g,0g,6.1g,170.9mg,5.7g,563.1mg,36.7g,34.3mg,2.1mg,0mcg,6.1mg
Fried Cabbage,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,29,3 OZ,0.4g,6.2g,0g,1.1g,0g,2.9g,0mg,0g,68.3mg,1.1g,34.8mg,0.2mg,0mcg,158.7mg
Kielbasa,McMahon,Dinner,,['Gluten Friendly'],2023-02-06,306,3 OZ,27.5g,4.6g,9.2g,0g,0g,1.5g,45.9mg,0g,1132.2mg,7.7g,39.8mg,0.6mg,mcg,mg
Potato & Cheese Pierogi,McMahon,Dinner,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-06,205,3 EACH,6.3g,31.4g,3.1g,0g,0g,0.7g,17.6mg,0g,505.5mg,5.2g,22.8mg,1.7mg,0mcg,188.2mg
Burger Bar,McMahon,Dinner,,[],2023-02-06,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Curly Fries,McMahon,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-06,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chicken Broccoli Alfredo Pizza,McMahon,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-06,283,1 PLATE,11.2g,25g,5.5g,1g,0g,2g,50.4mg,0.5g,566.7mg,20.9g,311.8mg,1.8mg,0.1mcg,60.7mg
Blueberry Pie,McMahon,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Vegetarian', 'Vegan']",2023-02-06,500,1/8 PIE,27.5g,62.5g,11.3g,2.5g,0g,30g,0mg,0g,437.5mg,3.8g,0mg,1.8mg,mcg,mg
Bacon,McMahon,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-07,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Buttermilk Pancakes,McMahon,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-07,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Chefs Omelet Du Jour,McMahon,Breakfast,"Milk, Eggs, Soybeans",[],2023-02-07,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Hard Boiled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
O'Brien Potatoes,McMahon,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,127,4 OZ,4g,21g,1.3g,0.2g,0g,0.5g,0.1mg,0g,167.5mg,1.4g,2.1mg,0mg,0mcg,17.4mg
Oatmeal Hot Cereal,McMahon,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-07,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Cinnamon Coffee Cake,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,246,1/35 HFSHT,11.5g,31.1g,2.1g,0.3g,0g,16.1g,34.7mg,15.7g,162.9mg,3.3g,24mg,0.6mg,0.2mcg,43.4mg
Tamarind Glazed Salmon With Bok Choy & Wild Rice,McMahon,Lunch,"Fish, Soybeans, Sesame","['Gluten Friendly', 'Smart Check']",2023-02-07,416,1 PLATE,8.4g,54.8g,1.2g,2g,0g,10g,45.2mg,6g,568mg,28.6g,133mg,3mg,0mcg,214.5mg
Cachapas,McMahon,Lunch,Milk,"['Gluten Friendly', 'Vegetarian']",2023-02-07,339,1 PLATE,17.1g,38.7g,4.2g,0.5g,0g,6.1g,7.6mg,3.6g,516.1mg,7g,117mg,0.7mg,0mcg,196.5mg
Lemon Pepper Chicken With Kale And Parsnip,McMahon,Lunch,Milk,['Gluten Friendly'],2023-02-07,755,1 PLATE,56g,23.8g,16.7g,5.9g,0g,5.9g,137.7mg,0g,744.4mg,39.8g,154.5mg,2.4mg,0mcg,611.3mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Penne Pasta,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Penne With Broccoli Rabe and Pork Sausage,McMahon,Lunch,"Milk, Wheat",['Less Sodium'],2023-02-07,328,1 PLATE,16.7g,30.6g,4.4g,2.2g,1.8g,2g,28.8mg,0g,435.9mg,13.3g,117.1mg,2.2mg,0mcg,128.3mg
Chef's Choice Soup du Jour,McMahon,Lunch,,[],2023-02-07,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Lemon Rosemary Chicken,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-07,282,1 PORT,22.1g,0.6g,6.6g,0.2g,0g,0g,67.6mg,0g,115.4mg,19.8g,7.1mg,0.5mg,0mcg,8.3mg
Parsnip Puree,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,142,4 OZ,8.6g,15.6g,5.4g,3.9g,0g,3.7g,22.8mg,0g,291.2mg,1.2g,36.4mg,0.5mg,0mcg,307.1mg
Sauteed Kale,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,71,3 OZ,2.2g,11.1g,0.3g,2.7g,0g,2.8g,0mg,0g,255.2mg,3.5g,118.1mg,1.2mg,0mcg,370.1mg
Cachapas,McMahon,Lunch,Milk,"['Gluten Friendly', 'Vegetarian']",2023-02-07,339,1 EACH,17.1g,38.7g,4.2g,0.5g,0g,6.1g,7.6mg,3.6g,516.1mg,7g,117mg,0.7mg,0mcg,196.5mg
Bok Choy And Carrot Stir Fry,McMahon,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,45,3 OZ,1.4g,7.4g,0.2g,2g,0g,4.6g,0mg,0g,156.9mg,1.8g,96.8mg,0.9mg,0mcg,113.3mg
Tamarind Glazed Salmon,McMahon,Lunch,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,171,1 EACH,7g,2.8g,1g,0g,0g,2.8g,45.2mg,2.5g,76mg,22.1g,0.5mg,0mg,0mcg,0mg
White and Wild Rice Blend,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,142,3 OZ,0g,31.5g,0g,0g,0g,0.1g,0mg,0g,240.1mg,3.5g,26.4mg,1.5mg,0mcg,75.8mg
Penne With Broccoli Rabe and Pork Sausage,McMahon,Lunch,"Milk, Wheat",['Less Sodium'],2023-02-07,328,6 OZ,16.7g,30.6g,4.4g,2.2g,1.8g,2g,28.8mg,0g,435.9mg,13.3g,117.1mg,2.2mg,0mcg,128.3mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Prosciutto And Tomato With Fresh Mozzarella Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2023-02-07,266,1 PLATE,11.7g,23.7g,5.6g,1.3g,0g,1.1g,28.3mg,0.5g,561mg,13.3g,156.4mg,1.8mg,0mcg,90.3mg
Cocoa Krispie Bar,McMahon,Lunch,"Milk, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).","['Contains Nuts', 'Less Sodium']",2023-02-07,152,1/36 PAN,5.7g,23.5g,3.7g,0g,0g,13.4g,13.9mg,9.2g,79.5mg,1g,0.8mg,0.8mg,0mcg,18.9mg
Red Velvet Cookie,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,190,1 EACH,9g,26g,4.5g,1g,0g,16g,15mg,0g,95mg,2g,20mg,1.4mg,mcg,mg
Grilled Chicken Salad With Sweet Onion Dressing,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,261,1 PLATE,13g,20.7g,2g,2.4g,0g,13.6g,48.3mg,10.1g,344.8mg,20.2g,25.5mg,1.2mg,0mcg,212.7mg
Chicken Tikka Masala,McMahon,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-07,370,1 PLATE,14g,39.4g,8g,0.3g,0g,2.8g,96.3mg,0.9g,269.7mg,17.4g,540.4mg,1mg,0mcg,159.3mg
Japchae,McMahon,Dinner,"Soybeans, Sesame",['Gluten Friendly'],2023-02-07,637,1 PLATE,13g,114.4g,3.1g,1.1g,0g,7g,32.4mg,4.8g,1129.2mg,17.8g,21.7mg,2.6mg,0mcg,152.3mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Penne Pasta,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Tandoori Vegetable Kebabs,McMahon,Dinner,"Milk, Wheat, Soybeans, Gluten, Sesame",['Vegetarian'],2023-02-07,586,1 PLATE,31.4g,67.9g,4.5g,3.4g,0g,9.8g,0.4mg,0g,919.8mg,13.4g,165.7mg,3.6mg,0.1mcg,479.1mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2023-02-07,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Fried Curried Chickpeas,McMahon,Dinner,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,158,2 OZ,11.8g,11.8g,0.8g,0.4g,0g,1.7g,0mg,0g,409.1mg,3.4g,25.7mg,1mg,0mcg,129mg
Grilled Greek Pitas,McMahon,Dinner,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,274,1 EACH,9.5g,40g,1.7g,0g,0g,3g,0mg,0g,370mg,8g,104mg,1.5mg,mcg,mg
Harissa Roasted Vegetables,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,126,5 OZ,8.6g,12.2g,1.2g,2.9g,0g,4.7g,0mg,0g,210.6mg,2g,31.6mg,1.2mg,0mcg,338.8mg
Nonfat Plain Yogurt,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,33,2 OZ,0.8g,3.7g,0.5g,0g,0g,3.7g,3.3mg,0g,38.4mg,2.3g,90.1mg,0mg,1mcg,121.1mg
Tabouleh,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,141,3 OZ,10.2g,12.3g,1.4g,0.4g,0g,1.2g,0mg,0g,232.1mg,2.2g,12.4mg,0.7mg,0mcg,92.9mg
Chicken With North African Spice Paste,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,108,1 EACH,4.1g,1.2g,0.8g,0.5g,0g,0g,48.3mg,0g,213.9mg,17.4g,8.8mg,0.7mg,0mcg,21.9mg
Grilled Corn Salsa,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,30,2 TBL,0.7g,6g,0.1g,0.7g,0g,2.2g,0mg,0.3g,56mg,1g,1.3mg,0.2mg,0mcg,84mg
Lettuce Mix,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,8,2 OZ,0.1g,1.7g,0g,0.6g,0g,1g,0mg,0g,5.7mg,0.5g,10.2mg,0.2mg,0mcg,79.9mg
Sweet Onion Dressing,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,58,1 TBSP,4g,5.9g,0.6g,0.3g,0g,5.1g,0mg,4.9g,34.6mg,0.7g,2.6mg,0mg,0mcg,13.4mg
Japchae,McMahon,Dinner,"Soybeans, Sesame",['Gluten Friendly'],2023-02-07,319,6 OZ,6.5g,57.2g,1.5g,0.6g,0g,3.5g,16.2mg,2.4g,564.6mg,8.9g,10.9mg,1.3mg,0mcg,76.1mg
Basmati Rice,McMahon,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Chicken Tikka Masala,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-07,191,4 OZ,11.5g,4.5g,7.2g,0.3g,0g,2.8g,96.3mg,0.9g,245.9mg,14.5g,538.3mg,1mg,0mcg,159.3mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Taco Tuesday,McMahon,Dinner,,[],2023-02-07,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chef's Choice Pizza,McMahon,Dinner,"Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-07,123,1/16 PIZZA,2.8g,20.4g,0.4g,1.2g,0g,1.6g,0mg,0.4g,186mg,3.6g,12.2mg,1.2mg,0mcg,27.8mg
Humming Bird Cake,McMahon,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,228,1/35 HFPAN,9.5g,32.4g,3g,0.8g,0.2g,16.6g,22.4mg,14g,188.8mg,3g,14.5mg,0.9mg,0.1mcg,80.7mg
Chefs Omelet Du Jour,McMahon,Breakfast,"Milk, Eggs, Soybeans",[],2023-02-08,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
French Toast,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-08,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Mini Potato Pancakes,McMahon,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-08,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
