Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Special Pizza,North,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-24,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Buttermilk Pancakes,North,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-01-25,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Buttermilk Waffles,North,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-25,224,1 EACH,8.5g,28.5g,1g,0g,0g,8.6g,57.3mg,7.1g,199.9mg,6.5g,135.6mg,1.8mg,0.3mcg,103.9mg
Caramelized Bananas,North,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,58,2 oz,2.5g,9.4g,0.8g,0.4g,0g,7.9g,0mg,6.3g,20.4mg,0.1g,0.7mg,0mg,0mcg,47.9mg
Cheesy Scrambled Eggs,North,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Cream of Wheat,North,Breakfast,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-01-25,203,8 ozl,4.2g,30.4g,2.5g,0g,0g,11g,17mg,0g,190.5mg,10.2g,550.6mg,7.6mg,4.2mcg,mg
Hard Boiled Eggs,North,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Home Fries,North,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,194,4 OZ,11.2g,22.4g,0.8g,0g,0g,0g,0mg,0g,57.5mg,1.4g,0mg,0mg,0mcg,mg
Oatmeal Hot Cereal,North,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-25,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,North,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Turkey Sausage Links,North,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-01-25,153,2 EACH,12g,0g,3.8g,0g,0g,0g,65.7mg,0g,470.7mg,10.9g,0mg,0.8mg,0mcg,mg
Blueberry Coffee Cake,North,Breakfast,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-25,248,1/35 HFSHT,7.1g,42g,2.2g,0.6g,0g,20.3g,0mg,19.6g,175.4mg,3.2g,19.2mg,0.9mg,0mcg,40.6mg
Sticky Rice,North,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,139,3 OZ,0.2g,30.7g,0g,0g,0g,0g,0mg,0g,1.9mg,2.6g,5mg,0.3mg,0mcg,33.7mg
Omelet Bar,North,Breakfast,,[],2023-01-25,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Frittata,North,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,136,1 WEDGE,10.9g,2.5g,2.5g,0.2g,0g,1.1g,216.3mg,0g,227.9mg,6.6g,47mg,0.8mg,0.3mcg,12.6mg
Hoisin Glazed Salmon,North,Lunch,"Fish, Wheat, Soybeans, Sesame","['Less Sodium', 'Smart Check']",2023-01-25,168,1 EACH,7.4g,0.9g,1g,0.1g,0g,0.6g,45.2mg,0.5g,132.8mg,22.3g,1.9mg,0.1mg,0mcg,1.2mg
Sloppy Joes on a Bun,North,Lunch,"Wheat, Soybeans",[],2023-01-25,388,4 OZ,17.3g,36.4g,7.8g,1.3g,0.8g,12.8g,58.2mg,0g,847.3mg,20.1g,56.7mg,3.2mg,0mcg,6.8mg
Bread Boule,North,Lunch,"Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-25,321,1 EACH,2.4g,61.2g,0.5g,1.6g,0g,0.4g,0mg,0g,509.8mg,11.9g,2.2mg,4.1mg,0mcg,102.3mg
Chef's Choice Soup du Jour,North,Lunch,,[],2023-01-25,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Brown Rice,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,96,3 OZ,0.8g,20.3g,0g,1.1g,0g,0g,0mg,0g,2.4mg,2.3g,1.8mg,0.2mg,0mcg,0mg
Chickpea Rotini With Roasted Peppers and White Beans,North,Lunch,,"['Gluten Friendly', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-25,159,6 OZ,3.5g,26.1g,0.1g,6.2g,0g,6.3g,0mg,0g,592.5mg,9.3g,69.3mg,3.6mg,0mcg,125.1mg
Eggplant Caponata,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,75,4 OZ,4.4g,8.8g,0.6g,2g,0g,3.4g,0mg,0g,151.9mg,1.1g,19.8mg,0.5mg,0mcg,179.4mg
Green Bean Saute,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,45,3 OZ,1.9g,6.5g,0.2g,2.3g,0g,3.3g,0mg,0g,100.7mg,1.6g,28.4mg,0.5mg,0mcg,151.4mg
Meat Sauce,North,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-01-25,145,4 OZL,8.8g,9.6g,2.7g,1.6g,0.3g,8g,20.2mg,0g,399.3mg,7g,37.4mg,1.9mg,0mcg,mg
Sticky Rice,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Chocolate Streusel Brownies,North,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-25,227,1/96 SHEET,10.1g,31.5g,2.9g,1.1g,0g,23.2g,18.5mg,18.5g,151.9mg,1.9g,13.9mg,1.9mg,0.1mcg,89.9mg
Ranger Cookies,North,Lunch,"Wheat, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).","['Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,180,1 EACH,9g,24g,5g,0g,0g,10g,0mg,0g,125mg,2g,26mg,0.4mg,mcg,0mg
Awesome Burger,North,Lunch,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-01-25,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Beef Burger No Bun,North,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-01-25,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Cheese Sauce,North,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,70,2 OZL,5g,4g,2g,0g,0g,1g,10mg,0g,500mg,2g,104mg,0mg,mcg,mg
Fully Loaded & Legal Fries,North,Lunch,"Milk, Eggs, Soybeans, Gluten",[],2023-01-25,467,4 OZ,37.8g,19.2g,9.9g,1.8g,0g,0.8g,57.3mg,0g,1084.5mg,13.2g,138.4mg,0.4mg,0mcg,349.9mg
Grilled Cheese,North,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-25,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-25,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,North,Lunch,,['Gluten Friendly'],2023-01-25,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Grilled Reuben,North,Lunch,"Milk, Wheat, Soybeans",[],2023-01-25,700,1 EACH,45.7g,36g,20.5g,0g,0g,0.5g,126.6mg,0g,1946.8mg,37.4g,560mg,2.6mg,0.3mcg,151.7mg
Tomato Soup,North,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,63,6 OZL,0g,14g,0g,0g,0g,8.4g,0mg,4.9g,338.8mg,1.4g,16.5mg,0.5mg,0mcg,202.7mg
Sushi Grain Bowl,North,Lunch,"Eggs, Fish, Crustacean Shellfish, Wheat, Soybeans, Sesame",[],2023-01-25,629,1 EACH,24.5g,85.1g,2.2g,1.6g,0g,26g,10mg,14g,1774.7mg,14g,58.1mg,2.3mg,0mcg,417.1mg
Chef's Choice Pasta Du Jour,North,Lunch,Wheat,[],2023-01-25,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Marinara Sauce,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Cheese Pizza,North,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-25,152,1/16 PIE,4.9g,20g,2.4g,1g,0g,1.8g,11.4mg,0.4g,303.6mg,7.3g,120.4mg,1.3mg,0mcg,26.5mg
Pepperoni Pizza,North,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-25,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,North,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-25,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
South Western California Veggie Burger,North,Dinner,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2023-01-25,313,1 EACH,7.3g,47.5g,0g,6.1g,0g,5.5g,0mg,0g,527.1mg,11.5g,102.8mg,3.9mg,0mcg,30.1mg
Chicken Parmesan,North,Dinner,"Milk, Wheat",[],2023-01-25,337,1 EACH,18.9g,20.9g,4.1g,2g,0g,5.5g,56.4mg,0g,957.9mg,23.1g,141.8mg,1.5mg,0mcg,mg
Meatballs with Marinara,North,Dinner,"Milk, Wheat, Soybeans",[],2023-01-25,291,3 EACH,21.8g,12.4g,8g,1.9g,1g,4.5g,45mg,0g,755.9mg,13.9g,78mg,1.7mg,0mcg,mg
"Meatless ""Meat"" Balls",North,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-01-25,193,3 EACH,8.5g,14g,0.5g,3.8g,0g,5.5g,0mg,0g,578.3mg,15.2g,84.7mg,2.6mg,0mcg,351.8mg
Baked Sweet Potato,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,132,1 HALF,1.8g,27.1g,0.1g,4g,0g,5.6g,0mg,0g,74.1mg,2.1g,40.4mg,0.8mg,0mcg,453.8mg
Rice Florentine,North,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,174,4 OZ,5.5g,24.4g,3.6g,0.2g,0g,0.2g,17mg,0g,212.5mg,5.3g,102.5mg,1.4mg,0mcg,57.2mg
Spaghetti,North,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Spinach Saute,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,27,3 OZ,0.9g,3.5g,0.1g,2g,0g,0.4g,0mg,0g,134mg,2.6g,88.5mg,2.4mg,0mcg,491mg
Sticky Rice,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Lemon Delights,North,Dinner,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-25,238,1 EACH,10.5g,34.6g,7g,0g,0g,22.2g,15.4mg,6.9g,161.2mg,2.1g,0mg,0.7mg,0mcg,35.9mg
Beef Burger No Bun,North,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-01-25,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Cheese Sauce,North,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,70,2 OZL,5g,4g,2g,0g,0g,1g,10mg,0g,500mg,2g,104mg,0mg,mcg,mg
Curly Fries,North,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-01-25,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Grilled Cheese,North,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-25,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-25,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,North,Dinner,,['Gluten Friendly'],2023-01-25,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Tomato Soup,North,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,63,6 OZL,0g,14g,0g,0g,0g,8.4g,0mg,4.9g,338.8mg,1.4g,16.5mg,0.5mg,0mcg,202.7mg
Mac & Cheese Bar,North,Dinner,,[],2023-01-25,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Chef's Choice Pasta Du Jour,North,Dinner,Wheat,[],2023-01-25,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Marinara Sauce,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Cheese Pizza,North,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-25,152,1/16 PIE,4.9g,20g,2.4g,1g,0g,1.8g,11.4mg,0.4g,303.6mg,7.3g,120.4mg,1.3mg,0mcg,26.5mg
Pepperoni Pizza,North,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-25,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,North,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-01-25,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Sundae Bar,North,Dinner,,[],2023-01-25,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Buttermilk Pancakes,North,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-06,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Buttermilk Waffles,North,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-06,224,1 EACH,8.5g,28.5g,1g,0g,0g,8.6g,57.3mg,7.1g,199.9mg,6.5g,135.6mg,1.8mg,0.3mcg,103.9mg
Cheesy Scrambled Eggs,North,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Cream of Wheat,North,Breakfast,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-02-06,152,6 ozl,3.2g,22.8g,1.9g,0g,0g,8.3g,12.7mg,0g,142.9mg,7.6g,412.9mg,5.7mg,3.2mcg,mg
Hard Boiled Eggs,North,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Home Fries,North,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,194,4 OZ,11.2g,22.4g,0.8g,0g,0g,0g,0mg,0g,57.5mg,1.4g,0mg,0mg,0mcg,mg
Oatmeal Hot Cereal,North,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-06,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,North,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Strawberry Syrup,North,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,86,2 OZL,0g,20.5g,0g,0g,0g,17.3g,0mg,14.8g,0mg,0g,2mg,0.4mg,0mcg,83.3mg
Turkey Sausage Links,North,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-06,153,2 EACH,12g,0g,3.8g,0g,0g,0g,65.7mg,0g,470.7mg,10.9g,0mg,0.8mg,0mcg,mg
Sticky Rice,North,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,139,3 OZ,0.2g,30.7g,0g,0g,0g,0g,0mg,0g,1.9mg,2.6g,5mg,0.3mg,0mcg,33.7mg
Chocolate Chip Bread,North,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,255,1/16 LOAF,10.8g,38g,5.2g,0.7g,0g,23.1g,39.9mg,0g,187.2mg,3.1g,13.9mg,1.2mg,0mcg,61.2mg
Omelet Bar,North,Breakfast,,[],2023-02-06,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Frittata,North,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,136,1 WEDGE,10.9g,2.5g,2.5g,0.2g,0g,1.1g,216.3mg,0g,227.9mg,6.6g,47mg,0.8mg,0.3mcg,12.6mg
Bourbon Brown Sugar Salmon,North,Lunch,"Fish, Gluten","['Less Sodium', 'Smart Check']",2023-02-06,161,1 EACH,7g,0g,1g,0g,0g,0g,45.2mg,0g,332.4mg,22.1g,0mg,0mg,0mcg,0mg
Baked Sesame Nuggets,North,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,222,4 OZ,9.9g,24.7g,0g,4.9g,0g,0g,0mg,0g,369.8mg,14.8g,98.6mg,3.6mg,0mcg,mg
Fried Chicken Nuggets,North,Lunch,"Wheat, Gluten",[],2023-02-06,326,6 EACH,22.3g,16.6g,3.1g,1.2g,0g,0g,41.5mg,0g,616.3mg,16.6g,23.7mg,0.9mg,0mcg,mg
Bread Boule,North,Lunch,"Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,321,1 EACH,2.4g,61.2g,0.5g,1.6g,0g,0.4g,0mg,0g,509.8mg,11.9g,2.2mg,4.1mg,0mcg,102.3mg
Chef's Choice Soup du Jour,North,Lunch,,[],2023-02-06,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Tomato Soup,North,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,63,6 OZL,0g,14g,0g,0g,0g,8.4g,0mg,4.9g,338.8mg,1.4g,16.5mg,0.5mg,0mcg,202.7mg
Basmati Rice Pilaf,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,109,3 oz,2.1g,20.3g,0.2g,0.3g,0g,0.7g,0mg,0g,272.1mg,1.7g,5.4mg,0.1mg,0mcg,30.5mg
Grilled Chorizo Sausage,North,Lunch,,['Gluten Friendly'],2023-02-06,299,1 EACH,26.9g,2g,11g,0g,0g,1g,74.7mg,0g,766.7mg,11g,0mg,1.1mg,mcg,mg
Kapusta & Noodles,North,Lunch,"Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-06,328,6 OZ,5.6g,58g,1.8g,4g,0g,4.7g,88mg,0g,82.7mg,11.5g,48.6mg,2.7mg,0mcg,103.9mg
Meat Sauce,North,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-06,145,4 OZL,8.8g,9.6g,2.7g,1.6g,0.3g,8g,20.2mg,0g,399.3mg,7g,37.4mg,1.9mg,0mcg,mg
Roasted Brussel Sprouts,North,Lunch,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-06,103,4 OZ,6.3g,10.4g,0.9g,4.3g,0g,2.6g,0mg,0g,595.1mg,3.8g,48.9mg,1.6mg,0mcg,433.5mg
Sticky Rice,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Cherry White Chocolate Cookies,North,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,180,1 EACH,7g,27g,3.5g,0g,0g,16g,15mg,0g,115mg,2g,26mg,0.7mg,mcg,mg
Lemon Shortbread Bars,North,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-06,198,1/35 HFPAN,8.2g,29.7g,5g,0g,0g,17.2g,13.9mg,13.1g,234.7mg,1.4g,13.8mg,0.6mg,0mcg,27.6mg
Beef Burger No Bun,North,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-06,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Cheese Sauce,North,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,70,2 OZL,5g,4g,2g,0g,0g,1g,10mg,0g,500mg,2g,104mg,0mg,mcg,mg
Crinkle Cut Fries,North,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-06,240,4 OZ,17.7g,21g,1.8g,2g,0g,0g,0mg,0g,420.2mg,2g,0mg,0.4mg,mcg,280.2mg
Grilled Cheese,North,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-06,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,North,Lunch,,['Gluten Friendly'],2023-02-06,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Roast Beef Panini w/ Roasted Garlic Aioli,North,Lunch,"Milk, Wheat, Soybeans, Sesame",[],2023-02-06,319,1/4 EACH,19.4g,23.1g,6.1g,0.1g,0g,3.1g,30.4mg,0.3g,538.3mg,14.4g,262.4mg,1.1mg,0mcg,14.4mg
Tomato Soup,North,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,63,6 OZL,0g,14g,0g,0g,0g,8.4g,0mg,4.9g,338.8mg,1.4g,16.5mg,0.5mg,0mcg,202.7mg
Assorted Sauces,North,Lunch,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-06,135,2 OZL,0g,31.3g,0g,3.3g,0g,29.1g,0mg,10.2g,649.1mg,8.3g,0mg,0mg,mcg,4.6mg
Grilled Cheese Bar,North,Lunch,,[],2023-02-06,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Potato Chips,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,162,1 OZ,10.1g,15.2g,1.5g,1g,g,1g,0mg,0g,172.1mg,2g,0mg,0.4mg,0mcg,354.4mg
Chef's Choice Pasta Du Jour,North,Lunch,Wheat,[],2023-02-06,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Marinara Sauce,North,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
